Crop,Crop_Year,Season,State/UT,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Maize,2000,Monsoon,Chhattisgarh,93364.0,125668.0,896.4,9165543.88,24274.64,1.168125
Masoor,2000,Winter,Chhattisgarh,12614.0,3418.0,896.4,1238316.38,3279.64,0.285333333
Mesta,2000,Monsoon,Chhattisgarh,1393.0,2803.0,896.4,136750.81,362.18,1.941333333
Moong (Green Gram),2000,Monsoon,Chhattisgarh,9836.0,2639.0,896.4,965600.12,2557.36,0.216875
Moong (Green Gram),2000,Winter,Chhattisgarh,4327.0,940.0,896.4,424781.59,1125.02,0.200666667
Niger Seed,2000,Monsoon,Chhattisgarh,74256.0,13143.0,896.4,7289711.52,19306.56,0.165384615
Onion,2000,Whole Year,Chhattisgarh,3362.0,26533.0,896.4,330047.54,874.12,5.42072281
Peas & Beans (Pulses),2000,Winter,Chhattisgarh,8855.0,3208.0,896.4,869295.35,2302.3,0.328666667
Potato,2000,Whole Year,Chhattisgarh,9092.0,66090.0,896.4,892561.64,2363.92,5.42072281
Ragi,2000,Monsoon,Chhattisgarh,11183.0,2630.0,896.4,1097835.11,2907.58,0.213333333
Rapeseed & Mustard,2000,Winter,Chhattisgarh,48187.0,15950.0,896.4,4730517.79,12528.62,0.311875
Rice,2000,Monsoon,Chhattisgarh,202534.5,339962.5,896.4,26583568.25,52935.74,0.6575
Safflower,2000,Winter,Chhattisgarh,949.0,204.0,896.4,93163.33,246.74,0.274444444
Sannhamp,2000,Whole Year,Chhattisgarh,1788.0,502.0,896.4,175527.96,464.88,0.290625
Sesamum,2000,Monsoon,Chhattisgarh,23393.0,3953.0,896.4,2296490.81,6082.18,0.170625
Small Millets,2000,Monsoon,Chhattisgarh,202534.5,45922.0,896.4,26583568.25,52935.74,0.146875
Soyabean,2000,Monsoon,Chhattisgarh,12662.0,6926.0,896.4,1243028.54,3292.12,0.580666667
Sugarcane,2000,Whole Year,Chhattisgarh,3317.0,8628.0,896.4,325629.89,862.42,2.739333333
Sunflower,2000,Monsoon,Chhattisgarh,1235.0,513.0,896.4,121239.95,321.1,0.4275
Sweet Potato,2000,Whole Year,Chhattisgarh,2870.0,16869.0,896.4,281747.9,746.2,5.42072281
Tobacco,2000,Whole Year,Chhattisgarh,42.0,20.0,896.4,4123.14,10.92,0.346666667
Turmeric,2000,Whole Year,Chhattisgarh,635.0,642.0,896.4,62337.95,165.1,1.060666667
Urad,2000,Monsoon,Chhattisgarh,116722.0,32851.0,896.4,11458598.74,30347.72,0.2825
Urad,2000,Winter,Chhattisgarh,5201.0,1247.0,896.4,510582.17,1352.26,0.210833333
Wheat,2000,Winter,Chhattisgarh,77844.0,79488.0,896.4,7641945.48,20239.44,1.214375
Arhar/Tur,2000,Monsoon,Gujarat,202534.5,107200.0,379.7,26583568.25,52935.74,0.385555556
Bajra,2000,Monsoon,Gujarat,202534.5,339962.5,379.7,26583568.25,52935.74,0.748235294
Bajra,2000,Summer,Gujarat,142000.0,272200.0,379.7,13940140.0,36920.0,1.965714286
Banana,2000,Whole Year,Gujarat,22800.0,339962.5,379.7,2238276.0,5928.0,5.42072281
Castor Seed,2000,Monsoon,Gujarat,202534.5,339962.5,379.7,26583568.25,52935.74,1.242352941
Cotton (Lint),2000,Monsoon,Gujarat,202534.5,339962.5,379.7,26583568.25,52935.74,0.918823529
Dry Chillies,2000,Whole Year,Gujarat,13900.0,10500.0,379.7,1364563.0,3614.0,0.853333333
Garlic,2000,Whole Year,Gujarat,2500.0,12500.0,379.7,245425.0,650.0,4.431111111
Gram,2000,Winter,Gujarat,16500.0,8600.0,379.7,1619805.0,4290.0,0.53
Groundnut,2000,Monsoon,Gujarat,202534.5,339962.5,379.7,26583568.25,52935.74,0.441052632
Groundnut,2000,Summer,Gujarat,32600.0,58600.0,379.7,3200342.0,8476.0,1.504736842
Guar Seed,2000,Whole Year,Gujarat,202534.5,59900.0,379.7,26583568.25,52935.74,0.213076923
Jowar,2000,Monsoon,Gujarat,125700.0,79300.0,379.7,12339969.0,32682.0,0.59375
Jowar,2000,Winter,Gujarat,37500.0,18700.0,379.7,3681375.0,9750.0,0.485
Maize,2000,Monsoon,Gujarat,202534.5,288500.0,379.7,26583568.25,52935.74,0.8175
Moong (Green Gram),2000,Monsoon,Gujarat,149500.0,38200.0,379.7,14676415.0,38870.0,0.327894737
Moth,2000,Monsoon,Gujarat,43800.0,3600.0,379.7,4299846.0,11388.0,0.058571429
Onion,2000,Whole Year,Gujarat,6400.0,130400.0,379.7,628288.0,1664.0,5.42072281
Potato,2000,Whole Year,Gujarat,32800.0,339962.5,379.7,3219976.0,8528.0,5.42072281
Ragi,2000,Monsoon,Gujarat,19600.0,14000.0,379.7,1924132.0,5096.0,0.81
Rapeseed & Mustard,2000,Winter,Gujarat,186600.0,230500.0,379.7,18318522.0,48516.0,1.163076923
Rice,2000,Monsoon,Gujarat,202534.5,339962.5,379.7,26583568.25,52935.74,0.8725
Rice,2000,Summer,Gujarat,3900.0,10700.0,379.7,382863.0,1014.0,3.53
Sesamum,2000,Monsoon,Gujarat,202534.5,98400.0,379.7,26583568.25,52935.74,0.307647059
Small Millets,2000,Monsoon,Gujarat,10500.0,2500.0,379.7,1030785.0,2730.0,0.236666667
Small Millets,2000,Winter,Gujarat,600.0,200.0,379.7,58902.0,156.0,0.2
Sugarcane,2000,Whole Year,Gujarat,177700.0,339962.5,379.7,17444809.0,46202.0,5.42072281
Tobacco,2000,Whole Year,Gujarat,87800.0,148500.0,379.7,8619326.0,22828.0,1.51375
Urad,2000,Monsoon,Gujarat,84000.0,24700.0,379.7,8246280.0,21840.0,0.32875
Wheat,2000,Winter,Gujarat,202534.5,339962.5,379.7,26583568.25,52935.74,2.346842105
Arhar/Tur,2000,Monsoon,Haryana,14482.0,11400.0,383.7,1421697.94,3765.32,0.748333333
Bajra,2000,Monsoon,Haryana,202534.5,339962.5,383.7,26583568.25,52935.74,0.928421053
Barley,2000,Winter,Haryana,44116.0,118000.0,383.7,4330867.72,11470.16,1.613157895
Cotton (Lint),2000,Monsoon,Haryana,202534.5,339962.5,383.7,26583568.25,52935.74,1.161052632
Dry Chillies,2000,Whole Year,Haryana,2140.0,2100.0,383.7,210083.8,556.4,0.715
Garlic,2000,Whole Year,Haryana,286.0,2300.0,383.7,28076.62,74.36,5.085555556
Ginger,2000,Monsoon,Haryana,65.0,0.0,383.7,6381.05,16.9,0.0
Gram,2000,Winter,Haryana,124536.0,80000.0,383.7,12225699.12,32379.36,0.648947368
Groundnut,2000,Monsoon,Haryana,340.0,200.0,383.7,33377.8,88.4,0.204166667
Jowar,2000,Monsoon,Haryana,109354.0,27800.0,383.7,10735282.18,28432.04,0.206923077
Maize,2000,Monsoon,Haryana,15429.0,34000.0,383.7,1514664.93,4011.54,0.740555556
Masoor,2000,Winter,Haryana,6493.0,5200.0,383.7,637417.81,1688.18,0.623333333
Moong (Green Gram),2000,Monsoon,Haryana,5331.0,1200.0,383.7,523344.27,1386.06,0.062666667
Moth,2000,Monsoon,Haryana,122.0,0.0,383.7,11976.74,31.72,0.0
Onion,2000,Whole Year,Haryana,3419.0,44300.0,383.7,335643.23,888.94,5.42072281
Peas & Beans (Pulses),2000,Winter,Haryana,1027.0,1100.0,383.7,100820.59,267.02,0.903
Potato,2000,Whole Year,Haryana,9273.0,141200.0,383.7,910330.41,2410.98,5.42072281
Rapeseed & Mustard,2000,Winter,Haryana,202534.5,339962.5,383.7,26583568.25,52935.74,1.202105263
Rice,2000,Monsoon,Haryana,202534.5,339962.5,383.7,26583568.25,52935.74,2.443157895
Sannhamp,2000,Whole Year,Haryana,452.0,100.0,383.7,44372.84,117.52,0.136666667
Sesamum,2000,Monsoon,Haryana,3527.0,1000.0,383.7,346245.59,917.02,0.15
Sugarcane,2000,Whole Year,Haryana,143030.0,339962.5,383.7,14041255.1,37187.8,5.42072281
Sunflower,2000,Winter,Haryana,1254.0,1500.0,383.7,123105.18,326.04,0.77
Sweet Potato,2000,Whole Year,Haryana,120.0,2500.0,383.7,11780.4,31.2,5.42072281
Turmeric,2000,Whole Year,Haryana,214.0,0.0,383.7,21008.38,55.64,0.0
Urad,2000,Monsoon,Haryana,1527.0,300.0,383.7,149905.59,397.02,0.115833333
Wheat,2000,Winter,Haryana,202534.5,339962.5,383.7,26583568.25,52935.74,3.990526316
Arhar/Tur,2000,Monsoon,Himachal Pradesh,272.0,44.0,1068.4,26702.24,70.72,0.305714286
Bajra,2000,Monsoon,Himachal Pradesh,116.0,41.0,1068.4,11387.72,30.16,0.51
Barley,2000,Winter,Himachal Pradesh,25639.0,21414.0,1068.4,2516980.63,6666.14,0.8325
Gram,2000,Winter,Himachal Pradesh,1403.0,857.0,1068.4,137732.51,364.78,0.553333333
Groundnut,2000,Monsoon,Himachal Pradesh,137.0,82.0,1068.4,13449.29,35.62,0.408333333
Horse-Gram,2000,Monsoon,Himachal Pradesh,2807.0,805.0,1068.4,275563.19,729.82,0.278181818
Jowar,2000,Monsoon,Himachal Pradesh,287.0,89.0,1068.4,28174.79,74.62,0.15
Linseed,2000,Winter,Himachal Pradesh,2444.0,349.0,1068.4,239927.48,635.44,0.113333333
Maize,2000,Monsoon,Himachal Pradesh,202534.5,339962.5,1068.4,26583568.25,52935.74,2.3325
Masoor,2000,Monsoon,Himachal Pradesh,993.0,276.0,1068.4,97482.81,258.18,0.419090909
Moong (Green Gram),2000,Monsoon,Himachal Pradesh,288.0,81.0,1068.4,28272.96,74.88,0.3775
Peas & Beans (Pulses),2000,Monsoon,Himachal Pradesh,5510.0,11886.0,1068.4,540916.7,1432.6,1.345555556
Rapeseed & Mustard,2000,Winter,Himachal Pradesh,9686.0,3637.0,1068.4,950874.62,2518.36,0.500909091
Rice,2000,Monsoon,Himachal Pradesh,81519.0,124893.0,1068.4,8002720.23,21194.94,1.55
Sesamum,2000,Monsoon,Himachal Pradesh,4596.0,1738.0,1068.4,451189.32,1194.96,0.263333333
Small Millets,2000,Monsoon,Himachal Pradesh,15278.0,6548.0,1068.4,1499841.26,3972.28,0.35
Soyabean,2000,Monsoon,Himachal Pradesh,649.0,585.0,1068.4,63712.33,168.74,0.912857143
Sugarcane,2000,Whole Year,Himachal Pradesh,2817.0,7854.0,1068.4,276544.89,732.42,2.665714286
Urad,2000,Monsoon,Himachal Pradesh,14161.0,4153.0,1068.4,1390185.37,3681.86,0.401818182
Wheat,2000,Winter,Himachal Pradesh,202534.5,261319.0,1068.4,26583568.25,52935.74,0.803333333
Arhar/Tur,2000,Monsoon,Madhya Pradesh,202534.5,206397.0,723.3,26583568.25,52935.74,0.632222222
Bajra,2000,Monsoon,Madhya Pradesh,164003.0,204348.0,723.3,16100174.51,42640.78,0.904411765
Barley,2000,Winter,Madhya Pradesh,82716.0,92394.0,723.3,8120229.72,21506.16,1.268205128
Castor Seed,2000,Monsoon,Madhya Pradesh,3296.0,818.0,723.3,323568.32,856.96,0.365454545
Coriander,2000,Whole Year,Madhya Pradesh,94705.0,27475.0,723.3,9297189.85,24623.3,0.307674419
Cotton (Lint),2000,Monsoon,Madhya Pradesh,202534.5,234423.0,723.3,26583568.25,52935.74,0.572941176
Dry Chillies,2000,Whole Year,Madhya Pradesh,43196.0,13218.0,723.3,4240551.32,11230.96,0.325777778
Garlic,2000,Whole Year,Madhya Pradesh,17552.0,61022.0,723.3,1723079.84,4563.52,2.833111111
Ginger,2000,Monsoon,Madhya Pradesh,4265.0,5351.0,723.3,418695.05,1108.9,1.027894737
Gram,2000,Winter,Madhya Pradesh,202534.5,339962.5,723.3,26583568.25,52935.74,0.745777778
Groundnut,2000,Monsoon,Madhya Pradesh,202534.5,222725.0,723.3,20764427.55,52935.74,1.030222222
Jowar,2000,Monsoon,Madhya Pradesh,202534.5,339962.5,723.3,26583568.25,52935.74,0.860666667
Jowar,2000,Winter,Madhya Pradesh,2191.0,1571.0,723.3,215090.47,569.66,1.054166667
Linseed,2000,Winter,Madhya Pradesh,162293.0,54044.0,723.3,15932303.81,42196.18,0.418636364
Maize,2000,Monsoon,Madhya Pradesh,202534.5,339962.5,723.3,26583568.25,52935.74,1.558636364
Niger Seed,2000,Monsoon,Madhya Pradesh,107157.0,16977.0,723.3,10519602.69,27860.82,0.193703704
Onion,2000,Whole Year,Madhya Pradesh,19327.0,272665.0,723.3,1897331.59,5025.02,5.42072281
Ragi,2000,Monsoon,Madhya Pradesh,1783.0,662.0,723.3,175037.11,463.58,0.22375
Rapeseed & Mustard,2000,Winter,Madhya Pradesh,202534.5,323175.0,723.3,26583568.25,52935.74,0.468222222
Rice,2000,Monsoon,Madhya Pradesh,202534.5,339962.5,723.3,26583568.25,52935.74,0.613555556
Safflower,2000,Winter,Madhya Pradesh,142.0,39.0,723.3,13940.14,36.92,0.2275
Sannhamp,2000,Whole Year,Madhya Pradesh,6422.0,9072.0,723.3,630447.74,1669.72,1.580666667
Sesamum,2000,Monsoon,Madhya Pradesh,143565.0,40347.0,723.3,14093776.05,37326.9,0.3
Small Millets,2000,Monsoon,Madhya Pradesh,202534.5,76938.0,723.3,26583568.25,52935.74,0.207142857
Soyabean,2000,Monsoon,Madhya Pradesh,202534.5,339962.5,723.3,26583568.25,52935.74,0.719777778
Sugarcane,2000,Whole Year,Madhya Pradesh,74733.0,339962.5,723.3,7336538.61,19430.58,5.42072281
Sunflower,2000,Monsoon,Madhya Pradesh,3175.0,1122.0,723.3,311689.75,825.5,0.283333333
Turmeric,2000,Whole Year,Madhya Pradesh,373.0,339.0,723.3,36617.41,96.98,0.86962963
Wheat,2000,Winter,Madhya Pradesh,202534.5,339962.5,723.3,26583568.25,52935.74,1.499333333
Arhar/Tur,2000,Monsoon,Maharashtra,202534.5,339962.5,1057.8,26583568.25,52935.74,0.5265625
Bajra,2000,Monsoon,Maharashtra,202534.5,339962.5,1057.8,26583568.25,52935.74,0.585
Castor Seed,2000,Monsoon,Maharashtra,18100.0,4350.0,1057.8,1776877.0,4706.0,0.285454545
Cotton (Lint),2000,Monsoon,Maharashtra,202534.5,339962.5,1057.8,26583568.25,52935.74,0.881153846
Gram,2000,Winter,Maharashtra,202534.5,339962.5,1057.8,26583568.25,52935.74,0.500967742
Groundnut,2000,Monsoon,Maharashtra,202534.5,339962.5,1057.8,26583568.25,52935.74,0.649655172
Groundnut,2000,Summer,Maharashtra,86400.0,109100.0,1057.8,8481888.0,22464.0,1.403548387
Jowar,2000,Monsoon,Maharashtra,202534.5,339962.5,1057.8,26583568.25,52935.74,1.168461538
Jowar,2000,Winter,Maharashtra,202534.5,339962.5,1057.8,26583568.25,52935.74,0.583214286
Linseed,2000,Winter,Maharashtra,69900.0,16300.0,1057.8,6862083.0,18174.0,0.263157895
Maize,2000,Monsoon,Maharashtra,202534.5,216000.0,1057.8,25376945.0,52935.74,0.856538462
Maize,2000,Winter,Maharashtra,70200.0,87600.0,1057.8,6891534.0,18252.0,1.161666667
Moong (Green Gram),2000,Monsoon,Maharashtra,202534.5,243900.0,1057.8,26583568.25,52935.74,0.472727273
Niger Seed,2000,Monsoon,Maharashtra,60700.0,13340.0,1057.8,5958919.0,15782.0,0.28
Ragi,2000,Monsoon,Maharashtra,154900.0,128600.0,1057.8,15206533.0,40274.0,0.881666667
Rapeseed & Mustard,2000,Winter,Maharashtra,8200.0,1900.0,1057.8,804994.0,2132.0,0.217083333
Rice,2000,Monsoon,Maharashtra,202534.5,339962.5,1057.8,26583568.25,52935.74,0.9865625
Rice,2000,Summer,Maharashtra,25100.0,50500.0,1057.8,2464067.0,6526.0,1.987
Safflower,2000,Winter,Maharashtra,202534.5,121900.0,1057.8,26583568.25,52935.74,0.454285714
Sesamum,2000,Monsoon,Maharashtra,131600.0,28310.0,1057.8,12919172.0,34216.0,0.2296875
Sesamum,2000,Winter,Maharashtra,5300.0,1900.0,1057.8,520301.0,1378.0,0.652666667
Small Millets,2000,Monsoon,Maharashtra,178800.0,111700.0,1057.8,17552796.0,46488.0,0.655666667
Small Millets,2000,Winter,Maharashtra,2500.0,1000.0,1057.8,245425.0,650.0,0.531111111
Soyabean,2000,Monsoon,Maharashtra,202534.5,339962.5,1057.8,26583568.25,52935.74,1.134285714
Sugarcane,2000,Whole Year,Maharashtra,202534.5,339962.5,1057.8,26583568.25,52935.74,5.42072281
Sunflower,2000,Monsoon,Maharashtra,137400.0,67700.0,1057.8,13488558.0,35724.0,0.525217391
Sunflower,2000,Winter,Maharashtra,190900.0,102400.0,1057.8,18740653.0,49634.0,0.588461538
Sunflower,2000,Summer,Maharashtra,8900.0,5200.0,1057.8,873713.0,2314.0,0.725238095
Urad,2000,Monsoon,Maharashtra,202534.5,205100.0,1057.8,26583568.25,52935.74,0.461818182
Wheat,2000,Winter,Maharashtra,202534.5,339962.5,1057.8,26583568.25,52935.74,1.197
Arhar/Tur,2000,Monsoon,Mizoram,77.0,95.0,2681.1,7559.09,20.02,1.025
Cotton (Lint),2000,Monsoon,Mizoram,483.0,1236.0,2681.1,47416.11,125.58,2.645
Maize,2000,Monsoon,Mizoram,6410.0,16112.0,2681.1,629269.7,1666.6,2.1825
Maize,2000,Winter,Mizoram,233.0,324.0,2681.1,22873.61,60.58,1.516666667
Masoor,2000,Winter,Mizoram,10.0,8.0,2681.1,981.7,2.6,0.8
Potato,2000,Whole Year,Mizoram,310.0,2429.0,2681.1,30432.7,80.6,5.42072281
Rapeseed & Mustard,2000,Winter,Mizoram,2328.0,1984.0,2681.1,228539.76,605.28,0.8475
Rice,2000,Monsoon,Mizoram,51839.0,103673.0,2681.1,5089034.63,13478.14,1.8875
Sesamum,2000,Monsoon,Mizoram,3791.0,2047.0,2681.1,372162.47,985.66,0.735
Soyabean,2000,Monsoon,Mizoram,1194.0,1591.0,2681.1,117214.98,310.44,1.45
Sugarcane,2000,Whole Year,Mizoram,952.0,6361.0,2681.1,93457.84,247.52,5.42072281
Tobacco,2000,Whole Year,Mizoram,373.0,246.0,2681.1,36617.41,96.98,0.56
Arhar/Tur,2000,Monsoon,Nagaland,4000.0,4500.0,1631.8,392680.0,1040.0,1.13125
Bajra,2000,Monsoon,Nagaland,1500.0,1250.0,1631.8,147255.0,390.0,0.82875
Barley,2000,Winter,Nagaland,1000.0,1500.0,1631.8,98170.0,260.0,1.49875
Castor Seed,2000,Monsoon,Nagaland,1000.0,750.0,1631.8,98170.0,260.0,0.768333333
Cotton (Lint),2000,Monsoon,Nagaland,251.0,350.0,1631.8,24640.67,65.26,1.43875
Gram,2000,Winter,Nagaland,1000.0,800.0,1631.8,98170.0,260.0,0.785
Groundnut,2000,Monsoon,Nagaland,3500.0,4000.0,1631.8,343595.0,910.0,1.18125
Jowar,2000,Monsoon,Nagaland,1500.0,1250.0,1631.8,147255.0,390.0,0.83
Jute,2000,Monsoon,Nagaland,350.0,480.0,1631.8,34359.5,91.0,1.343333333
Linseed,2000,Winter,Nagaland,6500.0,3000.0,1631.8,638105.0,1690.0,0.46625
Maize,2000,Monsoon,Nagaland,35000.0,52500.0,1631.8,3435950.0,9100.0,1.5125
Moong (Green Gram),2000,Monsoon,Nagaland,2000.0,1800.0,1631.8,196340.0,520.0,0.90125
Niger Seed,2000,Monsoon,Nagaland,750.0,400.0,1631.8,73627.5,195.0,0.512
Peas & Beans (Pulses),2000,Monsoon,Nagaland,1700.0,1120.0,1631.8,166889.0,442.0,0.66
Peas & Beans (Pulses),2000,Winter,Nagaland,6000.0,6000.0,1631.8,589020.0,1560.0,1.0
Potato,2000,Whole Year,Nagaland,4540.0,47890.0,1631.8,445691.8,1180.4,5.42072281
Rapeseed & Mustard,2000,Winter,Nagaland,15000.0,12000.0,1631.8,1472550.0,3900.0,0.8025
Rice,2000,Monsoon,Nagaland,150000.0,230000.0,1631.8,14725500.0,39000.0,1.5025
Rice,2000,Winter,Nagaland,1680.0,3330.0,1631.8,164925.6,436.8,1.98
Sesamum,2000,Monsoon,Nagaland,3000.0,2500.0,1631.8,294510.0,780.0,0.815
Small Millets,2000,Monsoon,Nagaland,10000.0,8500.0,1631.8,981700.0,2600.0,0.8925
Soyabean,2000,Monsoon,Nagaland,13000.0,16500.0,1631.8,1276210.0,3380.0,1.28125
Sugarcane,2000,Whole Year,Nagaland,700.0,35000.0,1631.8,68719.0,182.0,5.42072281
Sunflower,2000,Monsoon,Nagaland,4000.0,3000.0,1631.8,392680.0,1040.0,0.75
Sunflower,2000,Winter,Nagaland,1000.0,1100.0,1631.8,98170.0,260.0,1.0975
Wheat,2000,Winter,Nagaland,5000.0,10000.0,1631.8,490850.0,1300.0,2.0675
Arhar/Tur,2000,Monsoon,Odisha,149140.0,97170.0,1066.0,14641073.8,38776.4,0.639666667
Arhar/Tur,2000,Winter,Odisha,50.0,30.0,1066.0,4908.5,13.0,0.585
Bajra,2000,Monsoon,Odisha,4120.0,2350.0,1066.0,404460.4,1071.2,0.564
Castor Seed,2000,Monsoon,Odisha,9710.0,5050.0,1066.0,953230.7,2524.6,0.5196
Castor Seed,2000,Winter,Odisha,8650.0,3940.0,1066.0,849170.5,2249.0,0.506923077
Coriander,2000,Whole Year,Odisha,13370.0,6550.0,1066.0,1312532.9,3476.2,0.482222222
Cotton (Lint),2000,Monsoon,Odisha,39160.0,65090.0,1066.0,3844337.2,10181.6,1.654
Dry Chillies,2000,Whole Year,Odisha,69650.0,58950.0,1066.0,6837540.5,18109.0,0.838
Garlic,2000,Whole Year,Odisha,9000.0,28280.0,1066.0,883530.0,2340.0,3.123
Ginger,2000,Monsoon,Odisha,12060.0,23840.0,1066.0,1183930.2,3135.6,1.962142857
Gram,2000,Winter,Odisha,20630.0,12760.0,1066.0,2025247.1,5363.8,0.528666667
Groundnut,2000,Monsoon,Odisha,72357.0,57475.0,1066.0,7103286.69,18812.82,0.885666667
Horse-Gram,2000,Monsoon,Odisha,75996.0,14594.0,1066.0,7460527.32,19758.96,0.217931034
Jowar,2000,Monsoon,Odisha,13000.0,7480.0,1066.0,1276210.0,3380.0,0.598
Jute,2000,Monsoon,Odisha,13850.0,106680.0,1066.0,1359654.5,3601.0,5.42072281
Linseed,2000,Winter,Odisha,20630.0,7460.0,1066.0,2025247.1,5363.8,0.361875
Maize,2000,Monsoon,Odisha,54371.0,68866.0,1066.0,5337601.07,14136.46,0.8808
Mesta,2000,Monsoon,Odisha,23880.0,102620.0,1066.0,2344299.6,6208.8,3.9072
Moong (Green Gram),2000,Monsoon,Odisha,147440.0,29290.0,1066.0,14474184.8,38334.4,0.21
Niger Seed,2000,Monsoon,Odisha,126530.0,29980.0,1066.0,12421450.1,32897.8,0.342307692
Niger Seed,2000,Winter,Odisha,31500.0,9030.0,1066.0,3092355.0,8190.0,0.384545455
Onion,2000,Whole Year,Odisha,27400.0,229420.0,1066.0,2689858.0,7124.0,5.42072281
Potato,2000,Whole Year,Odisha,8251.0,85872.0,1066.0,810000.67,2145.26,5.42072281
Ragi,2000,Monsoon,Odisha,83981.0,46554.0,1066.0,8244414.77,21835.06,0.424230769
Rapeseed & Mustard,2000,Winter,Odisha,12395.0,1649.0,1066.0,1216817.15,3222.7,0.132758621
Rice,2000,Autumn,Odisha,202534.5,339962.5,1066.0,26583568.25,52935.74,0.733666667
Rice,2000,Summer,Odisha,202534.5,339962.5,1066.0,20294684.1,52935.74,1.685333333
Rice,2000,Winter,Odisha,202534.5,339962.5,1066.0,26583568.25,52935.74,1.020666667
Safflower,2000,Winter,Odisha,1390.0,780.0,1066.0,136456.3,361.4,0.546
Sannhamp,2000,Whole Year,Odisha,11160.0,42290.0,1066.0,1095577.2,2901.6,4.0725
Sesamum,2000,Monsoon,Odisha,50502.0,6737.0,1066.0,4957781.34,13130.52,0.182
Small Millets,2000,Monsoon,Odisha,40520.0,15630.0,1066.0,3977848.4,10535.2,0.411666667
Sugarcane,2000,Whole Year,Odisha,16775.0,339962.5,1066.0,1646801.75,4361.5,5.42072281
Sunflower,2000,Monsoon,Odisha,830.0,480.0,1066.0,81481.1,215.8,0.58
Sunflower,2000,Winter,Odisha,4250.0,3110.0,1066.0,417222.5,1105.0,0.643928571
Sweet Potato,2000,Whole Year,Odisha,37670.0,272050.0,1066.0,3698063.9,9794.2,5.42072281
Tobacco,2000,Whole Year,Odisha,3380.0,1560.0,1066.0,331814.6,878.8,0.454166667
Turmeric,2000,Whole Year,Odisha,25310.0,60630.0,1066.0,2484682.7,6580.6,2.341923077
Urad,2000,Monsoon,Odisha,109101.0,27258.0,1066.0,10710445.17,28366.26,0.215666667
Wheat,2000,Winter,Odisha,8819.0,12904.0,1066.0,865761.23,2292.94,1.201538462
Arhar/Tur,2000,Monsoon,Punjab,8700.0,7600.0,405.3,854079.0,2262.0,0.913846154
Bajra,2000,Monsoon,Punjab,6000.0,5000.0,405.3,589020.0,1560.0,0.875
Barley,2000,Winter,Punjab,32000.0,109000.0,405.3,3141440.0,8320.0,3.314
Cotton (Lint),2000,Monsoon,Punjab,202534.5,339962.5,405.3,26583568.25,52935.74,2.131
Gram,2000,Winter,Punjab,7700.0,7300.0,405.3,755909.0,2002.0,0.92125
Groundnut,2000,Monsoon,Punjab,4000.0,4000.0,405.3,392680.0,1040.0,1.0
Linseed,2000,Winter,Punjab,600.0,600.0,405.3,58902.0,156.0,1.0
Maize,2000,Monsoon,Punjab,165000.0,339962.5,405.3,16198050.0,42900.0,2.904615385
Masoor,2000,Winter,Punjab,4700.0,3100.0,405.3,461399.0,1222.0,0.77375
Moong (Green Gram),2000,Monsoon,Punjab,29500.0,18400.0,405.3,2896015.0,7670.0,0.665
Moth,2000,Monsoon,Punjab,300.0,300.0,405.3,29451.0,78.0,1.0
Rice,2000,Monsoon,Punjab,202534.5,339962.5,405.3,26583568.25,52935.74,3.501764706
Sesamum,2000,Monsoon,Punjab,19200.0,7660.0,405.3,1884864.0,4992.0,0.282142857
Sugarcane,2000,Whole Year,Punjab,121000.0,339962.5,405.3,11878570.0,31460.0,5.42072281
Wheat,2000,Winter,Punjab,202534.5,339962.5,405.3,26583568.25,52935.74,4.503529412
Arhar/Tur,2000,Monsoon,Tamil Nadu,84929.0,60293.0,971.1,8337479.93,22081.54,0.674347826
Bajra,2000,Monsoon,Tamil Nadu,199655.0,303245.0,971.1,19600131.35,51910.3,1.5484
Banana,2000,Whole Year,Tamil Nadu,77485.0,339962.5,971.1,7606702.45,20146.1,5.42072281
Black Pepper,2000,Whole Year,Tamil Nadu,1640.0,449.0,971.1,160998.8,426.4,0.184285714
Cardamom,2000,Whole Year,Tamil Nadu,2144.0,204.0,971.1,210476.48,557.44,0.078
Cashewnut,2000,Whole Year,Tamil Nadu,88123.0,20348.0,971.1,8651034.91,22911.98,0.304782609
Castor Seed,2000,Monsoon,Tamil Nadu,38930.0,12658.0,971.1,3821758.1,10121.8,0.334736842
Coriander,2000,Whole Year,Tamil Nadu,19170.0,4132.0,971.1,1881918.9,4984.2,0.2365
Cotton (Lint),2000,Monsoon,Tamil Nadu,193850.0,325079.0,971.1,19030254.5,50401.0,1.807777778
Dry Chillies,2000,Whole Year,Tamil Nadu,66601.0,35263.0,971.1,6538220.17,17316.26,0.692592593
Garlic,2000,Whole Year,Tamil Nadu,601.0,3516.0,971.1,59000.17,156.26,5.42072281
Ginger,2000,Monsoon,Tamil Nadu,95.0,2515.0,971.1,9326.15,24.7,5.42072281
Gram,2000,Winter,Tamil Nadu,5688.0,3514.0,971.1,558390.96,1478.88,0.546153846
Groundnut,2000,Monsoon,Tamil Nadu,202534.5,339962.5,971.1,26583568.25,52935.74,1.723571429
Horse-Gram,2000,Monsoon,Tamil Nadu,148579.0,65066.0,971.1,14586000.43,38630.54,0.429545455
Jowar,2000,Monsoon,Tamil Nadu,202534.5,339962.5,971.1,26583568.25,52935.74,1.012727273
